instance_id,n,lenw,budget,solved,nodes_used
1,3,3,50000,1,12
2,3,3,50000,1,8
3,3,4,50000,0,50000
4,3,4,50000,1,45
5,3,4,50000,1,9
6,3,4,50000,1,53
7,3,4,50000,0,50000
8,3,4,50000,1,8
9,3,5,50000,0,50000
10,3,5,50000,0,50000
11,3,5,50000,0,50000
12,3,5,50000,0,50000
13,3,5,50000,0,50000
14,3,5,50000,1,26
15,3,5,50000,0,50000
16,3,5,50000,0,50000
17,3,5,50000,1,24
18,3,5,50000,0,50000
19,3,5,50000,0,50000
20,3,5,50000,1,23
21,3,5,50000,1,28
22,3,5,50000,0,50000
23,3,5,50000,0,50000
24,3,5,50000,0,50000
25,3,5,50000,0,50000
26,3,5,50000,1,15
27,3,6,50000,0,50000
28,3,6,50000,0,50000
29,3,6,50000,0,50000
30,3,6,50000,0,50000
31,3,6,50000,1,35
32,3,6,50000,0,50000
33,3,6,50000,0,50000
34,3,6,50000,0,50000
35,3,6,50000,0,50000
36,3,6,50000,1,28
37,3,6,50000,1,29
38,3,6,50000,0,50000
39,3,6,50000,0,50000
40,3,6,50000,0,50000
41,3,6,50000,0,50000
42,3,6,50000,0,50000
43,3,6,50000,0,50000
44,3,6,50000,1,22
45,3,6,50000,1,22
46,3,6,50000,1,13
47,3,6,50000,1,31
48,3,6,50000,0,50000
49,3,6,50000,0,50000
50,3,6,50000,1,27
51,3,6,50000,1,23
52,3,6,50000,0,50000
53,3,6,50000,0,50000
54,3,6,50000,0,50000
55,3,6,50000,0,50000
56,3,6,50000,0,50000
57,3,6,50000,0,50000
58,3,6,50000,1,26
59,3,6,50000,0,50000
60,3,6,50000,1,10
61,3,6,50000,1,23
62,3,6,50000,1,22
63,3,6,50000,0,50000
64,3,6,50000,0,50000
65,3,6,50000,0,50000
66,3,6,50000,0,50000
67,3,6,50000,0,50000
68,3,6,50000,1,18
69,4,3,50000,1,14
70,4,3,50000,1,9
71,4,4,50000,0,50000
72,4,4,50000,1,137
73,4,4,50000,1,13
74,4,4,50000,1,141
75,4,4,50000,0,50000
76,4,4,50000,1,9
77,4,5,50000,0,50000
78,4,5,50000,0,50000
79,4,5,50000,0,50000
80,4,5,50000,0,50000
81,4,5,50000,0,50000
82,4,5,50000,0,50000
83,4,5,50000,0,50000
84,4,5,50000,0,50000
85,4,5,50000,1,10
86,4,5,50000,0,50000
87,4,5,50000,0,50000
88,4,5,50000,0,50000
89,4,5,50000,0,50000
90,4,5,50000,0,50000
91,4,5,50000,0,50000
92,4,5,50000,0,50000
93,4,5,50000,0,50000
94,4,5,50000,1,9
95,4,6,50000,0,50000
96,4,6,50000,0,50000
97,4,6,50000,0,50000
98,4,6,50000,0,50000
99,4,6,50000,0,50000
100,4,6,50000,0,50000
101,4,6,50000,0,50000
102,4,6,50000,0,50000
103,4,6,50000,0,50000
104,4,6,50000,0,50000
105,4,6,50000,0,50000
106,4,6,50000,0,50000
107,4,6,50000,0,50000
108,4,6,50000,0,50000
109,4,6,50000,0,50000
110,4,6,50000,0,50000
111,4,6,50000,1,37
112,4,6,50000,1,29
113,4,6,50000,0,50000
114,4,6,50000,0,50000
115,4,6,50000,1,28
116,4,6,50000,0,50000
117,4,6,50000,0,50000
118,4,6,50000,0,50000
119,4,6,50000,0,50000
120,4,6,50000,1,38
121,4,6,50000,0,50000
122,4,6,50000,0,50000
123,4,6,50000,0,50000
124,4,6,50000,0,50000
125,4,6,50000,0,50000
126,4,6,50000,1,27
127,4,6,50000,0,50000
128,4,6,50000,0,50000
129,4,6,50000,0,50000
130,4,6,50000,0,50000
131,4,6,50000,0,50000
132,4,6,50000,0,50000
133,4,6,50000,0,50000
134,4,6,50000,0,50000
135,4,6,50000,0,50000
136,4,6,50000,1,17
